1 5 23 27 37;0.4978,0.817,-64.941
5 23 27 37;0.5369,0.793,-61.835
1 5 9 27 37;0.4935,0.814,-61.697
1 5 27 37;0.5051,0.806,-60.371
1 5 23 37;0.5253,0.796,-60.291
5 23 37;0.5673,0.773,-58.955
1 5 9 37;0.5224,0.795,-58.843
1 5 37;0.5355,0.787,-57.793
5 27 37;0.5456,0.781,-56.614
5 37;0.5789,0.762,-55.138
8 38;0.1259,0.750,-50.827
1 19 23 27 32 37;0.4920,0.742,-24.512
1 19 23 27 37;0.5441,0.724,-23.385
1 23 27 32 37;0.5036,0.736,-23.110
1 19 23 32 37;0.5239,0.727,-21.743
1 19 23 37;0.5760,0.708,-19.773
1 23 32 37;0.5369,0.719,-19.745
1 23 27 37;0.5557,0.714,-19.687
1 9 14 19 27 32 37;0.4443,0.742,-19.010
1 9 19 27 32 37;0.4906,0.729,-18.864
1 9 19 27 37;0.5412,0.715,-18.479
1 14 19 27 32 37;0.4544,0.737,-18.395
1 9 27 32 37;0.5022,0.723,-17.608
1 19 27 32 37;0.5022,0.723,-17.608
1 19 27 37;0.5557,0.708,-17.125
1 14 19 32 37;0.4834,0.726,-17.060
1 14 27 32 37;0.4602,0.731,-16.812
1 27 32 37;0.5137,0.717,-16.438
1 9 19 32 37;0.5224,0.715,-16.333
19 23 27 32 37;0.5195,0.715,-16.171
1 23 37;0.5890,0.697,-15.645
23 27 32 37;0.5326,0.710,-15.483
1 19 32 37;0.5369,0.709,-15.463
1 14 19 37;0.5369,0.709,-15.463
1 9 19 37;0.5745,0.700,-15.394
1 14 32 37;0.4906,0.720,-15.368
1 9 27 37;0.5528,0.705,-15.092
1 19 37;0.5919,0.694,-14.700
19 23 27 37;0.5876,0.695,-14.536
1 9 32 37;0.5355,0.707,-14.522
1 27 37;0.5673,0.699,-13.870
19 23 32 37;0.5543,0.701,-13.761
1 32 37;0.5499,0.702,-13.749
23 32 37;0.5687,0.696,-12.562
1 14 37;0.5441,0.700,-12.313
23 27 37;0.6006,0.687,-11.967
9 14 19 27 32 37;0.4689,0.714,-11.811
1 9 37;0.5876,0.689,-11.563
9 19 27 32 37;0.5195,0.703,-11.368
1 37;0.6049,0.684,-10.948
14 19 27 32 37;0.4790,0.709,-10.917
9 14 27 32 37;0.4761,0.709,-10.836
9 27 32 37;0.5326,0.698,-10.719
26 27 38;0.0188,0.867,-10.159
14 27 32 37;0.4863,0.704,-9.989
19 23 37;0.6237,0.678,-9.946
19 27 32 37;0.5311,0.696,-9.945
9 19 27 37;0.5832,0.687,-9.854
26 38;0.0203,0.824,-9.764
27 32 37;0.5441,0.692,-9.349
9 14 23 30 38;0.0232,0.762,-9.324
9 14 30 38;0.0246,0.739,-9.207
14 19 32 37;0.5109,0.698,-9.197
14 19 27 37;0.5441,0.690,-8.446
9 19 32 37;0.5528,0.688,-8.373
9 23 30 38;0.0246,0.708,-8.345
14 32 37;0.5195,0.693,-8.199
19 27 37;0.6006,0.679,-8.050
9 14 27 37;0.5355,0.689,-7.691
23 30 38;0.0260,0.667,-7.596
9 30 38;0.0260,0.667,-7.596
14 30 38;0.0246,0.680,-7.575
19 32 37;0.5687,0.683,-7.549
9 27 37;0.5962,0.679,-7.484
9 32 37;0.5673,0.683,-7.262
23 33 38;0.0318,0.611,-7.243
23 37;0.6382,0.669,-7.074
30 38;0.0275,0.633,-7.001
33 38;0.0318,0.595,-6.711
32 37;0.5832,0.678,-6.496
14 22 27 38;0.0087,1.000,-6.437
14 27 37;0.5514,0.683,-6.426
2 19 38;0.0232,0.640,-6.192
22 38;0.0159,0.733,-6.116
9 14 19 37;0.5586,0.681,-6.090
4 38;0.0275,0.594,-5.891
27 37;0.6136,0.672,-5.782
14 19 37;0.5789,0.677,-5.671
2 38;0.0232,0.615,-5.604
6 27 38;0.0304,0.553,-5.204
6 38;0.0318,0.537,-4.932
9 19 37;0.6194,0.669,-4.757
34 38;0.0058,1.000,-4.280
9 14 37;0.5673,0.674,-4.182
19 37;0.6411,0.663,-3.783
14 37;0.5876,0.670,-3.739
14 25 32 38;0.0043,1.000,-3.206
17 19 38;0.0232,0.500,-3.071
17 38;0.0260,0.486,-3.045
