4 6 14 20;0.3418,0.857,-282.021
4 6 20;0.3418,0.821,-262.183
4 14 20;0.3418,0.814,-258.820
6 14 20;0.3450,0.759,-237.023
4 20;0.3418,0.768,-234.056
3 19;0.5485,0.989,-234.056
2 6 20;0.3196,0.794,-207.453
6 12 20;0.3418,0.717,-207.287
6 20;0.3450,0.702,-207.128
5 19;0.5056,0.994,-207.128
2 8 12 14 20;0.2750,0.869,-184.968
8 12 14 20;0.3005,0.801,-184.604
8 14 20;0.3005,0.794,-181.585
2 8 12 20;0.2750,0.824,-165.737
2 8 20;0.2750,0.816,-162.561
8 12 20;0.3005,0.727,-152.095
8 20;0.3005,0.721,-149.698
7 19;0.5358,0.918,-149.698
2 14 20;0.3227,0.661,-148.249
2 20;0.3227,0.577,-107.528
1 19;0.4149,0.942,-107.528
13 19;0.2114,1.000,-66.048
14 20;0.3482,0.442,-66.048
