0,46,78,236,247,268,271,335,337,339,441,442
1,49,78,236,247,269,270,335,337,339,441,442
0,40,78,236,247,268,275,335,337,339,344,442
0,44,153,236,248,269,274,335,338,339,362,443
0,55,80,236,247,269,274,335,338,339,363,443
0,49,78,236,247,269,273,335,337,339,362,442
1,52,78,236,247,269,271,335,337,339,441,442
0,46,78,236,247,269,271,335,337,339,354,442
1,55,78,236,247,268,270,335,337,339,441,442
0,67,78,236,247,269,279,335,337,339,352,442
0,43,78,236,247,268,284,335,337,339,342,442
0,45,95,236,248,269,270,335,338,339,343,443
0,38,78,236,247,268,270,335,337,339,343,442
0,40,78,236,247,268,273,335,337,339,354,442
0,38,78,236,247,269,275,335,337,339,441,442
0,33,78,236,247,269,273,336,337,339,381,442
1,52,78,236,247,268,273,335,337,339,354,442
0,35,78,236,247,269,271,335,337,339,381,442
0,49,78,236,247,268,272,335,337,339,362,442
0,45,78,236,247,268,273,335,337,339,393,442
0,38,78,236,247,268,280,332,337,339,344,442
1,42,78,236,247,268,273,335,337,339,354,442
1,39,78,236,247,268,283,334,337,339,363,442
1,46,103,238,248,268,271,335,338,339,364,443
1,39,148,236,254,268,275,335,338,339,363,443
0,37,78,236,247,268,270,335,337,339,363,442
1,47,115,236,248,268,270,335,338,339,362,443
0,47,78,236,247,268,272,336,337,339,441,442
0,34,78,236,247,269,272,335,337,339,372,442
0,32,78,236,247,268,276,335,337,339,363,442
0,43,121,240,260,268,270,335,338,339,441,443
0,42,124,237,251,269,280,335,337,339,363,444
0,38,79,236,247,269,270,335,337,340,343,445
0,39,78,236,247,269,270,335,337,339,352,442
0,32,99,236,250,268,287,336,338,339,364,443
0,22,118,236,250,268,270,335,338,339,362,443
0,24,78,236,247,268,270,335,337,339,382,442
1,31,78,236,247,269,272,335,337,339,354,442
0,38,78,236,247,268,272,336,337,339,354,442
1,44,78,236,247,268,278,335,337,339,364,442
0,46,78,236,247,268,273,335,337,339,352,442
1,32,114,236,247,269,273,335,337,339,354,446
0,46,78,236,247,268,274,334,337,339,362,442
1,40,78,236,247,269,273,335,337,339,441,442
1,45,78,236,247,268,280,335,337,339,364,442
0,36,78,236,247,269,272,335,337,339,363,442
0,31,78,236,247,268,273,335,337,339,363,442
0,44,78,236,247,268,270,335,337,339,384,442
1,32,88,236,248,269,273,332,338,339,362,443
0,42,78,236,247,268,271,334,337,339,441,442
0,17,78,236,247,268,270,335,337,339,362,442
0,60,78,236,247,268,286,335,337,339,354,442
0,32,78,236,247,268,270,335,337,339,352,442
0,34,78,236,247,268,270,335,337,339,362,442
1,39,145,236,250,268,277,335,338,339,382,443
0,37,78,236,247,268,274,335,337,339,354,442
0,16,78,236,247,268,270,335,337,339,384,442
0,26,78,236,247,269,270,335,337,339,354,442
1,45,78,236,247,268,272,335,337,339,363,442
0,55,78,236,247,269,285,335,337,339,378,447
1,54,78,236,247,269,270,335,337,339,384,442
0,53,110,236,252,268,276,335,338,339,363,443
1,29,82,236,248,269,270,333,338,339,363,443
1,31,78,236,247,268,270,335,337,339,343,442
0,29,78,236,247,268,271,332,337,339,350,442
1,36,78,236,247,268,270,335,337,339,363,442
0,28,78,236,247,269,280,336,337,339,363,442
0,24,78,236,247,269,274,335,337,339,370,442
0,46,78,236,247,268,299,335,337,339,363,442
0,55,78,236,247,269,287,335,337,339,363,442
0,59,78,236,247,269,280,335,337,339,392,442
0,49,121,236,248,268,270,335,338,339,364,443
1,38,78,236,247,268,272,335,337,339,370,442
0,40,78,236,247,268,288,335,337,339,363,442
1,44,78,236,247,268,290,335,337,339,363,442
1,20,86,236,251,269,271,335,337,339,363,448
0,36,78,236,247,269,273,335,337,339,364,442
0,42,78,236,247,269,271,335,337,339,362,442
1,47,97,236,250,269,277,335,338,339,382,443
1,29,78,236,247,268,282,335,337,339,364,442
1,36,112,236,251,269,270,335,338,339,363,443
1,27,78,236,247,268,280,335,337,339,364,442
0,30,133,236,254,268,270,335,338,339,343,443
0,37,78,236,247,268,270,335,337,339,343,442
0,52,78,236,247,269,286,336,337,339,363,442
1,39,103,236,251,268,284,335,337,339,354,445
1,48,93,236,250,268,270,335,337,340,352,445
0,32,78,236,247,268,277,335,337,339,362,442
1,21,86,236,248,268,273,335,337,339,363,448
1,27,84,237,247,269,278,335,338,339,362,443
1,29,78,236,247,269,273,334,337,339,364,442
0,47,78,236,247,268,274,335,337,339,364,442
1,45,78,236,247,268,274,335,337,339,351,442
1,55,78,236,247,268,283,335,337,339,363,442
1,57,115,236,250,268,287,335,338,339,362,443
0,23,78,236,247,268,271,335,337,339,362,442
0,42,85,236,249,268,284,335,337,339,364,445
1,19,98,236,251,269,272,335,337,339,362,448
0,40,78,236,247,268,273,333,337,339,354,442
1,31,78,236,247,268,272,334,337,339,343,442
0,44,78,236,247,268,278,335,337,339,354,442
0,40,78,236,247,269,281,335,337,339,364,442
1,39,78,236,247,268,278,335,337,339,354,442
0,39,78,236,247,268,271,335,337,339,375,442
0,23,78,236,247,269,273,335,337,339,352,442
0,36,78,236,247,268,275,334,337,339,364,442
0,40,98,237,253,269,291,335,338,339,343,443
0,47,78,236,247,269,274,335,337,339,363,442
0,12,78,236,247,269,270,335,337,339,344,442
0,39,79,236,247,268,281,335,337,339,362,444
1,41,78,236,247,268,272,335,337,339,352,442
0,19,78,236,247,269,272,335,337,339,364,442
0,48,86,236,248,269,273,335,338,339,362,443
0,39,91,236,250,269,282,335,338,339,363,443
0,46,78,236,247,269,272,335,337,339,344,442
1,32,78,236,247,269,270,335,337,339,354,442
1,33,89,236,248,268,273,335,337,339,342,448
0,45,78,236,247,268,271,335,337,339,362,442
0,27,78,236,247,268,275,335,337,339,363,442
0,7,78,236,247,269,270,335,337,339,404,442
0,23,98,237,250,268,271,335,338,339,370,443
1,47,78,236,247,269,271,335,337,339,354,442
1,40,78,236,247,268,272,335,337,339,363,442
1,19,100,236,249,269,272,334,337,340,382,448
1,18,84,236,250,269,272,335,337,340,382,445
0,33,83,236,249,268,275,335,337,340,362,445
1,52,108,236,249,268,276,334,337,339,363,444
0,29,78,236,247,268,275,335,337,339,363,442
1,50,78,236,247,268,282,334,337,339,362,442
0,40,78,236,247,269,273,336,337,339,362,442
1,34,78,236,247,268,273,335,337,339,343,442
0,33,78,236,247,269,276,335,337,339,382,442
1,24,84,236,249,269,277,335,338,339,363,443
0,40,91,236,250,268,279,336,338,339,362,443
0,20,78,236,247,268,271,335,337,339,375,442
1,20,78,236,247,269,271,335,337,339,363,442
1,34,82,236,250,269,279,335,337,340,354,445
0,8,78,236,247,268,270,335,337,339,343,442
1,11,90,236,251,268,270,335,337,340,344,445
0,22,91,236,248,268,271,335,338,339,352,443
0,48,78,236,247,268,270,335,337,339,354,442
0,39,78,236,247,269,281,335,337,339,364,442
0,42,78,236,247,269,270,335,337,339,352,442
1,35,78,236,247,268,271,335,337,339,362,442
1,32,78,236,247,269,271,335,337,339,363,442
0,49,93,236,248,268,281,336,338,339,363,443
0,40,78,236,247,268,277,335,337,339,370,442
1,45,96,236,249,268,273,335,338,339,382,443
1,42,104,236,250,268,293,335,337,339,363,445
0,39,78,236,247,268,270,335,337,339,354,442
0,43,140,236,249,268,274,335,337,339,343,445
0,56,78,236,247,268,272,335,337,339,362,442
0,46,84,236,249,268,282,335,338,339,375,443
0,67,90,237,249,269,272,335,338,339,354,443
1,48,91,236,249,268,273,335,337,340,363,445
1,40,93,237,251,269,276,335,337,339,354,445
0,33,78,236,247,268,271,335,337,339,354,442
1,40,78,236,247,269,276,335,337,339,362,442
0,32,78,236,247,269,274,335,337,339,354,442
1,22,112,236,248,268,270,335,338,339,344,443
0,29,84,236,248,269,271,335,337,340,363,445
0,37,84,236,249,268,278,335,338,339,363,443
0,15,94,236,249,269,270,335,338,339,363,443
0,34,78,236,247,268,279,335,337,339,364,442
1,25,90,236,248,269,271,335,337,339,350,445
0,52,78,236,247,268,271,336,337,339,362,442
1,53,78,236,247,268,271,335,337,339,354,442
1,39,78,236,247,268,270,335,337,339,354,442
1,26,78,236,247,269,274,335,337,339,370,442
1,41,94,236,249,268,272,335,338,339,363,443
0,34,78,236,247,269,274,335,337,339,363,442
1,35,78,236,247,268,274,335,337,339,370,442
1,43,91,236,247,268,273,335,338,339,363,443
1,42,101,236,248,268,271,335,338,339,352,443
0,50,102,237,248,268,272,335,338,339,370,443
1,33,87,236,248,268,270,335,337,339,402,445
1,31,78,236,247,269,271,335,337,339,363,442
1,23,88,236,249,269,271,335,337,339,362,445
1,21,78,236,247,268,273,335,337,339,384,442
0,26,78,236,247,268,272,333,337,339,362,442
0,37,91,236,249,268,271,335,338,339,341,443
1,43,78,236,247,268,275,335,337,339,383,442
1,40,78,236,247,269,270,335,337,339,354,442
1,19,84,236,248,268,270,335,337,339,362,448
0,38,78,236,247,268,271,335,337,339,363,442
0,43,78,236,247,268,272,334,337,339,363,442
0,38,89,236,248,268,274,335,337,340,343,445
1,25,85,236,249,268,271,335,337,339,363,448
1,43,78,236,247,269,270,335,337,339,364,442
1,46,78,236,247,268,273,335,337,339,354,442
1,38,84,236,247,268,278,335,337,339,363,445
