2 85;0.2961,0.721,-69.328
1 84;0.5166,0.886,-67.070
5 38 85;0.1027,0.829,-23.334
38 85;0.1088,0.800,-22.772
3 49 84;0.1934,0.914,-19.039
49 84;0.2085,0.896,-18.456
16 84;0.4381,0.759,-16.497
5 43 85;0.0876,0.763,-16.079
5 25 85;0.1964,0.551,-15.895
65 84;0.1480,0.925,-15.126
79 84;0.1480,0.907,-13.589
3 20 43 85;0.0604,0.833,-13.580
25 85;0.2054,0.519,-13.391
5 20 47 85;0.0997,0.673,-13.324
5 29 85;0.1450,0.585,-13.273
3 43 85;0.0876,0.707,-13.264
27 84;0.2628,0.813,-13.079
3 61 71 84;0.1843,0.859,-12.443
61 71 84;0.1903,0.851,-12.179
46 84;0.2054,0.840,-12.128
15 29 85;0.0665,0.759,-11.949
43 71 85;0.0695,0.742,-11.829
3 66 84;0.2175,0.828,-11.774
43 85;0.0876,0.674,-11.686
5 47 85;0.1329,0.571,-11.036
66 84;0.2175,0.818,-10.886
5 63 85;0.0514,0.810,-10.810
3 29 85;0.1450,0.552,-10.766
5 15 85;0.0997,0.623,-10.637
5 13 85;0.0967,0.627,-10.540
29 85;0.1480,0.544,-10.495
20 47 62 85;0.0302,1.000,-10.394
48 58 85;0.0363,0.923,-10.352
3 42 84;0.1148,0.905,-10.268
35 63 85;0.0453,0.833,-10.227
15 85;0.1027,0.607,-10.160
3 61 84;0.2175,0.809,-10.051
61 84;0.2236,0.804,-9.951
3 32 84;0.1118,0.902,-9.852
42 84;0.1208,0.889,-9.781
63 85;0.0514,0.773,-9.702
3 57 84;0.1450,0.857,-9.501
5 32 84;0.1088,0.900,-9.441
20 73 85;0.0332,0.917,-9.355
20 58 62 85;0.0332,0.917,-9.355
5 45 54 77 85;0.0332,0.917,-9.355
5 20 35 58 85;0.0634,0.700,-9.347
5 20 62 85;0.0423,0.824,-9.316
3 20 62 85;0.0423,0.824,-9.316
20 62 85;0.0453,0.789,-9.043
32 84;0.1148,0.884,-8.985
20 23 52 72 84;0.0846,0.933,-8.984
5 35 58 85;0.0846,0.622,-8.975
20 47 85;0.0997,0.589,-8.958
13 85;0.0967,0.593,-8.838
5 62 85;0.0514,0.739,-8.732
5 58 85;0.0937,0.596,-8.721
35 48 85;0.0937,0.596,-8.721
73 85;0.0393,0.812,-8.422
45 54 77 85;0.0393,0.812,-8.422
5 57 84;0.1360,0.849,-8.395
45 48 77 85;0.0302,0.909,-8.370
47 85;0.1390,0.523,-8.292
11 45 77 85;0.0242,1.000,-8.270
64 85;0.0423,0.778,-8.187
23 57 72 84;0.0665,0.957,-8.070
20 35 58 85;0.0665,0.647,-7.936
9 48 85;0.0483,0.727,-7.933
3 62 85;0.0514,0.708,-7.874
62 85;0.0544,0.692,-7.847
48 54 85;0.0574,0.679,-7.843
23 52 72 84;0.1057,0.875,-7.829
3 36 71 84;0.1692,0.812,-7.822
22 35 54 85;0.0363,0.800,-7.546
23 52 71 84;0.1118,0.860,-7.498
35 58 85;0.0876,0.580,-7.470
20 23 52 84;0.1027,0.872,-7.453
57 84;0.1511,0.820,-7.452
20 41 52 84;0.0483,1.000,-7.419
41 52 71 84;0.0483,1.000,-7.419
20 58 70 85;0.0272,0.900,-7.398
22 54 85;0.0393,0.765,-7.350
5 21 35 72 85;0.0816,0.587,-7.241
45 72 77 85;0.0423,0.737,-7.227
21 58 72 85;0.0423,0.737,-7.227
45 52 60 77 85;0.0211,1.000,-7.217
