1 5 23 27 37;0.4891,0.812,-71.998
5 23 27 37;0.5282,0.787,-69.354
1 5 23 37;0.5137,0.792,-67.888
1 5 9 19 27 37;0.4834,0.809,-67.781
5 23 37;0.5557,0.768,-67.299
1 5 9 27 37;0.4863,0.806,-66.944
1 5 19 27 37;0.4935,0.800,-66.095
1 5 9 19 37;0.5094,0.791,-65.509
1 5 27 37;0.4964,0.798,-65.335
1 5 9 37;0.5123,0.788,-64.851
1 5 19 37;0.5210,0.783,-64.104
5 9 27 37;0.5268,0.779,-64.065
1 5 37;0.5239,0.780,-63.530
5 27 37;0.5369,0.771,-62.293
5 9 37;0.5543,0.761,-62.034
5 37;0.5673,0.754,-61.898
8 38;0.1389,0.768,-55.398
1 9 19 23 27 32 37;0.4718,0.728,-24.087
1 19 23 27 32 37;0.4805,0.725,-24.048
1 9 19 23 27 37;0.5195,0.709,-22.498
1 14 23 27 32 37;0.4501,0.730,-22.404
1 19 23 27 37;0.5311,0.706,-22.401
1 23 27 32 37;0.4891,0.718,-22.095
1 14 19 23 32 37;0.4703,0.721,-21.090
1 9 14 19 27 32 37;0.4385,0.728,-20.546
1 14 19 27 32 37;0.4486,0.724,-20.140
1 19 23 32 37;0.5094,0.707,-19.967
1 14 23 32 37;0.4776,0.714,-19.421
1 9 19 27 32 37;0.4805,0.712,-19.014
1 9 14 19 27 37;0.4863,0.710,-18.808
1 9 14 27 32 37;0.4457,0.721,-18.801
9 19 23 27 32 37;0.5022,0.705,-18.477
1 14 27 32 37;0.4559,0.718,-18.444
1 9 23 27 37;0.5282,0.698,-18.301
1 14 23 27 37;0.4993,0.706,-18.260
1 14 19 27 37;0.4993,0.706,-18.260
1 23 27 37;0.5398,0.695,-18.236
1 9 19 27 37;0.5297,0.697,-18.136
1 14 19 23 37;0.5195,0.700,-18.113
1 23 32 37;0.5195,0.698,-17.523
1 14 19 32 37;0.4747,0.710,-17.494
1 19 23 37;0.5601,0.687,-17.462
19 23 27 32 37;0.5109,0.700,-17.395
9 23 27 32 37;0.5123,0.700,-17.220
9 19 23 27 37;0.5630,0.686,-17.203
1 9 27 32 37;0.4906,0.705,-17.077
1 19 27 32 37;0.4906,0.705,-17.077
23 27 32 37;0.5210,0.695,-16.203
1 19 27 37;0.5427,0.689,-16.138
1 14 32 37;0.4834,0.703,-15.794
19 23 27 37;0.5745,0.680,-15.622
1 9 14 27 37;0.4935,0.700,-15.606
1 14 19 37;0.5268,0.692,-15.553
1 9 19 32 37;0.5094,0.696,-15.321
1 27 32 37;0.5007,0.698,-15.266
1 14 27 37;0.5065,0.696,-15.118
1 14 23 37;0.5268,0.691,-14.998
9 14 19 27 32 37;0.4660,0.703,-14.331
14 19 23 32 37;0.5007,0.695,-14.206
1 9 27 37;0.5398,0.686,-14.172
9 19 23 32 37;0.5297,0.688,-14.142
9 23 27 37;0.5731,0.677,-13.922
1 9 19 37;0.5601,0.680,-13.885
19 23 32 37;0.5427,0.684,-13.879
1 19 32 37;0.5224,0.689,-13.854
9 19 27 32 37;0.5123,0.690,-13.406
9 14 27 32 37;0.4747,0.698,-13.254
14 23 32 37;0.5094,0.690,-13.217
14 19 27 32 37;0.4761,0.697,-13.080
9 14 19 27 37;0.5253,0.686,-13.023
1 23 37;0.5702,0.676,-13.002
1 9 32 37;0.5210,0.687,-12.972
9 19 27 37;0.5745,0.674,-12.646
1 19 37;0.5760,0.673,-12.531
1 14 37;0.5355,0.683,-12.489
23 27 37;0.5847,0.671,-12.457
9 23 32 37;0.5412,0.681,-12.426
1 27 37;0.5528,0.679,-12.358
23 32 37;0.5543,0.678,-12.223
9 27 32 37;0.5239,0.684,-12.162
14 27 32 37;0.4848,0.692,-12.068
1 32 37;0.5340,0.681,-11.625
