0 7 12 32 43 64 66 83 86 88 135 136
1 8 12 32 43 65 66 83 86 88 135 136
0 7 12 32 43 64 67 83 86 88 93 136
0 7 21 32 44 65 66 83 87 88 104 137
0 9 12 32 43 65 66 83 87 88 105 137
0 8 12 32 43 65 66 83 86 88 104 136
1 8 12 32 43 65 66 83 86 88 135 136
0 7 12 32 43 65 66 83 86 88 101 136
1 9 12 32 43 64 66 83 86 88 135 136
0 10 12 32 43 65 68 83 86 88 99 136
0 7 12 32 43 64 69 83 86 88 91 136
0 7 14 32 44 65 66 83 87 88 92 137
0 6 12 32 43 64 66 84 86 88 92 136
0 7 12 32 43 64 66 83 86 88 101 136
0 6 12 32 43 65 67 83 86 88 135 136
0 6 12 32 43 65 66 85 86 88 118 136
1 8 12 32 43 64 66 83 86 88 101 136
0 6 12 32 43 65 66 83 86 88 118 136
0 8 12 32 43 64 66 83 86 88 104 136
0 7 12 32 43 64 66 83 86 88 127 136
0 6 12 32 43 64 68 81 86 88 93 136
1 7 12 32 43 64 66 83 86 88 101 136
1 6 12 32 43 64 69 83 86 88 105 136
1 7 15 34 44 64 66 83 87 88 106 137
1 6 20 32 50 64 67 84 87 88 105 137
0 6 12 32 43 64 66 83 86 88 105 136
1 7 16 32 44 64 66 83 87 88 104 137
0 7 12 32 43 64 66 85 86 88 135 136
0 6 12 32 43 65 66 84 86 88 112 136
0 5 12 32 43 64 67 83 86 88 105 136
0 7 17 36 56 64 66 83 87 88 135 137
0 7 17 33 47 65 68 83 86 88 105 138
0 6 12 32 43 65 66 83 86 89 92 139
0 6 12 32 43 65 66 83 86 88 99 136
0 5 14 32 46 64 70 85 87 88 106 137
0 4 17 32 46 64 66 83 87 88 104 137
0 4 12 32 43 64 66 83 86 88 119 136
1 5 12 32 43 65 66 83 86 88 101 136
0 6 12 32 43 64 66 85 86 88 101 136
1 7 12 32 43 64 67 83 86 88 106 136
0 7 12 32 43 64 66 83 86 88 99 136
1 5 16 32 43 65 66 83 86 88 101 140
0 7 12 32 43 64 66 83 86 88 104 136
1 7 12 32 43 65 66 83 86 88 135 136
1 7 12 32 43 64 68 83 86 88 106 136
0 6 12 32 43 65 66 83 86 88 105 136
0 5 12 32 43 64 66 83 86 88 105 136
0 7 12 32 43 64 66 83 86 88 121 136
1 5 13 32 44 65 66 81 87 88 104 137
0 7 12 32 43 64 66 83 86 88 135 136
0 3 12 32 43 64 66 83 86 88 104 136
0 9 12 32 43 64 69 83 86 88 101 136
0 5 12 32 43 64 66 83 86 88 99 136
0 6 12 32 43 64 66 83 86 88 104 136
1 6 20 32 46 64 67 84 87 88 119 137
0 6 12 32 43 64 66 83 86 88 101 136
0 3 12 32 43 64 66 84 86 88 121 136
0 5 12 32 43 65 66 83 86 88 101 136
1 7 12 32 43 64 66 83 86 88 105 136
0 9 12 32 43 65 69 83 86 88 116 141
1 8 12 32 43 65 66 83 86 88 121 136
0 8 16 32 48 64 67 83 87 88 105 137
1 5 12 32 44 65 66 82 87 88 105 137
1 5 12 32 43 64 66 83 86 88 92 136
0 5 12 32 43 64 66 81 86 88 97 136
1 6 12 32 43 64 66 84 86 88 105 136
0 5 12 32 43 65 68 85 86 88 105 136
0 4 12 32 43 65 66 83 86 88 110 136
0 7 12 32 43 64 73 83 86 88 105 136
0 9 12 32 43 65 70 83 86 88 105 136
0 9 12 32 43 65 68 83 86 88 126 136
0 8 17 32 44 64 66 84 87 88 106 137
1 6 12 32 43 64 66 83 86 88 110 136
0 7 12 32 43 64 70 83 86 88 105 136
1 7 12 32 43 64 70 83 86 88 105 136
1 4 13 32 47 65 66 83 86 88 105 142
0 6 12 32 43 65 66 83 86 88 106 136
0 7 12 32 43 65 66 83 86 88 104 136
1 7 14 32 46 65 67 83 87 88 119 137
1 5 12 32 43 64 68 83 86 88 106 136
1 6 16 32 47 65 66 84 87 88 105 137
1 5 12 32 43 64 68 83 86 88 106 136
0 5 19 32 50 64 66 83 87 88 92 137
0 6 12 32 43 64 66 83 86 88 92 136
0 8 12 32 43 65 69 85 86 88 105 136
1 6 15 32 47 64 69 83 86 88 101 139
1 8 13 32 46 64 66 83 86 89 99 139
0 5 12 32 43 64 67 83 86 88 104 136
1 4 13 32 44 64 66 83 86 88 105 142
1 5 12 33 43 65 67 83 87 88 104 137
1 5 12 32 43 65 66 83 86 88 106 136
0 7 12 32 43 64 66 84 86 88 106 136
1 7 12 32 43 64 66 83 86 88 98 136
1 9 12 32 43 64 69 83 86 88 105 136
1 9 16 32 46 64 70 83 87 88 104 137
0 4 12 32 43 64 66 83 86 88 104 136
0 7 12 32 45 64 69 83 86 88 106 139
1 4 14 32 47 65 66 83 86 88 104 142
0 7 12 32 43 64 66 82 86 88 101 136
1 5 12 32 43 64 66 83 86 88 92 136
0 7 12 32 43 64 67 83 86 88 101 136
0 7 12 32 43 65 68 83 86 88 106 136
1 6 12 32 43 64 67 83 86 88 101 136
0 6 12 32 43 64 66 83 86 88 114 136
0 4 12 32 43 65 66 83 86 88 99 136
0 6 12 32 43 64 67 83 86 88 106 136
0 7 14 33 49 65 71 83 87 88 92 137
0 7 12 32 43 65 66 83 86 88 105 136
0 3 12 32 43 65 66 83 86 88 93 136
0 6 12 32 43 64 68 84 86 88 104 138
1 7 12 32 43 64 66 83 86 88 99 136
0 4 12 32 43 65 66 83 86 88 106 136
0 8 13 32 44 65 66 84 87 88 104 137
0 6 13 32 46 65 68 83 87 88 105 137
0 7 12 32 43 65 66 83 86 88 93 136
1 5 12 32 43 65 66 83 86 88 101 136
1 6 13 32 44 64 66 83 86 88 91 142
0 7 12 32 43 64 66 83 86 88 104 136
0 5 12 32 43 64 67 83 86 88 105 136
0 2 12 32 43 65 66 83 86 88 132 136
0 4 14 33 46 64 66 83 87 88 110 137
1 7 12 32 43 65 66 83 86 88 101 136
1 7 12 32 43 64 66 83 86 88 105 136
1 4 14 32 45 65 66 83 86 89 119 142
1 4 12 32 46 65 66 83 86 89 119 139
0 6 12 32 45 64 67 83 86 89 104 139
1 8 15 32 45 64 67 83 86 88 105 138
0 5 12 32 43 64 67 83 86 88 105 136
1 8 12 32 43 64 68 83 86 88 104 136
0 7 12 32 43 65 66 85 86 88 104 136
1 6 12 32 43 64 66 83 86 88 92 136
0 6 12 32 43 65 67 83 86 88 119 136
1 4 12 32 45 65 67 83 87 88 105 137
0 7 13 32 46 64 68 85 87 88 104 137
0 4 12 32 43 64 66 83 86 88 114 136
1 4 12 32 43 65 66 83 86 88 105 136
1 6 12 32 46 65 68 83 86 89 101 139
0 2 12 32 43 64 66 83 86 88 92 136
1 3 13 32 47 64 66 83 86 89 93 139
0 4 13 32 44 64 66 83 87 88 99 137
0 8 12 32 43 64 66 83 86 88 101 136
0 6 12 32 43 65 68 83 86 88 106 136
0 7 12 32 43 65 66 83 86 88 99 136
1 6 12 32 43 64 66 83 86 88 104 136
1 5 12 32 43 65 66 83 86 88 105 136
0 8 13 32 44 64 68 85 87 88 105 137
0 7 12 32 43 64 67 83 86 88 110 136
1 7 14 32 45 64 66 83 87 88 119 137
1 7 15 32 46 64 71 83 86 88 105 139
0 6 12 32 43 64 66 83 86 88 101 136
0 7 19 32 45 64 66 83 86 88 92 139
0 9 12 32 43 64 66 83 86 88 104 136
0 7 12 32 45 64 68 83 87 88 114 137
0 10 13 33 45 65 66 83 87 88 101 137
1 8 13 32 45 64 66 83 86 89 105 139
1 7 13 33 47 65 67 83 86 88 101 139
0 6 12 32 43 64 66 83 86 88 101 136
1 7 12 32 43 65 67 83 86 88 104 136
0 5 12 32 43 65 66 83 86 88 101 136
1 4 16 32 44 64 66 83 87 88 93 137
0 5 12 32 44 65 66 83 86 89 105 139
0 6 12 32 45 64 67 83 87 88 105 137
0 3 14 32 45 65 66 83 87 88 105 137
0 6 12 32 43 64 68 83 86 88 106 136
1 5 13 32 44 65 66 83 86 88 97 139
0 8 12 32 43 64 66 85 86 88 104 136
1 8 12 32 43 64 66 83 86 88 101 136
1 6 12 32 43 64 66 83 86 88 101 136
1 5 12 32 43 65 66 83 86 88 110 136
1 7 14 32 45 64 66 83 87 88 105 137
0 6 12 32 43 65 66 83 86 88 105 136
1 6 12 32 43 64 66 83 86 88 110 136
1 7 13 32 43 64 66 83 87 88 105 137
1 7 14 32 44 64 66 83 87 88 99 137
0 8 15 33 44 64 66 83 87 88 110 137
1 6 13 32 44 64 66 83 86 88 130 139
1 5 12 32 43 65 66 83 86 88 105 136
1 4 13 32 45 65 66 83 86 88 104 139
1 4 12 32 43 64 66 83 86 88 121 136
0 5 12 32 43 64 66 82 86 88 104 136
0 6 13 32 45 64 66 83 87 88 90 137
1 7 12 32 43 64 67 83 86 88 120 136
1 7 12 32 43 65 66 83 86 88 101 136
1 4 12 32 44 64 66 83 86 88 104 142
0 6 12 32 43 64 66 83 86 88 105 136
0 7 12 32 43 64 66 83 86 88 105 136
0 6 13 32 44 64 66 83 86 89 92 139
1 5 12 32 45 64 66 83 86 88 105 142
1 7 12 32 43 65 66 83 86 88 106 136
1 7 12 32 43 64 66 83 86 88 101 136
1 6 12 32 43 64 67 83 86 88 105 139
1 3 12 32 43 64 66 83 86 88 105 142
1 3 13 32 44 64 66 83 86 88 104 142
1 5 12 32 43 64 67 83 86 88 116 136
1 7 13 33 44 64 69 83 87 88 101 137
1 6 12 32 43 64 66 83 86 88 105 136
1 5 13 32 43 65 67 83 87 88 93 137
1 3 12 32 43 64 66 83 86 88 101 142
1 5 12 32 44 64 66 83 87 88 105 137
0 7 12 32 43 65 69 83 86 88 99 136
1 6 13 32 44 64 66 83 87 88 105 137
1 9 13 32 44 64 67 83 86 88 102 139
1 7 12 32 43 64 66 83 86 88 105 136
1 3 12 32 44 65 66 83 86 88 104 142
1 6 12 32 44 65 66 83 86 89 105 139
1 5 15 32 45 64 70 83 87 88 93 137
0 7 12 32 43 64 67 83 86 88 91 136
0 6 12 32 43 64 66 83 86 88 99 136
1 3 13 32 45 64 66 83 86 88 103 142
0 4 12 32 44 65 66 83 86 89 119 139
0 6 12 32 43 65 68 83 86 88 114 136
1 5 12 32 44 64 67 83 86 88 105 139
1 6 12 32 43 64 67 83 86 88 101 136
1 5 12 32 43 64 66 83 86 88 99 136
1 3 12 32 43 64 66 83 86 88 101 136
1 8 12 32 43 64 67 83 86 88 101 136
1 4 12 32 43 64 67 83 86 88 104 136
1 7 12 33 43 64 66 83 86 88 101 142
0 5 12 32 43 64 66 83 86 88 116 136
0 5 13 32 43 64 66 83 87 88 113 137
1 6 12 32 44 64 66 83 87 88 105 137
1 5 12 32 44 64 66 83 86 88 104 139
1 4 12 32 43 64 67 83 86 88 104 136
1 6 12 32 44 65 66 83 86 88 101 142
1 4 13 32 44 64 66 83 86 88 105 142
1 4 12 32 43 65 68 83 86 88 101 136
0 8 12 32 43 65 67 83 87 88 106 137
1 3 12 32 43 65 66 83 87 88 110 137
1 5 12 32 43 64 67 83 86 88 105 136
1 6 12 32 43 64 66 83 86 88 104 142
1 6 12 32 43 64 71 83 86 88 106 136
1 5 12 32 43 65 67 83 86 88 101 136
0 7 12 32 43 65 67 83 86 88 92 136
0 7 12 32 43 64 69 83 86 88 105 136
1 3 12 32 43 65 66 83 86 88 106 136
0 8 12 32 43 64 68 83 86 88 114 136
1 7 12 32 43 64 67 83 86 88 101 136
1 3 12 32 43 64 66 83 86 88 104 136
1 3 12 32 44 64 66 83 86 88 120 142
1 6 12 32 43 64 66 83 86 88 101 136
1 6 12 32 44 64 66 83 86 89 105 139
1 6 12 32 44 65 70 83 86 88 101 142
1 6 13 32 44 64 66 83 86 88 104 142
0 7 12 32 43 64 66 83 86 88 101 136
0 6 12 32 43 64 67 83 87 88 101 137
0 7 12 32 44 64 71 83 87 88 101 137
0 3 12 32 44 64 66 83 87 88 104 137
1 7 13 33 43 64 67 83 87 88 119 137
1 8 12 32 43 65 66 83 87 88 101 137
0 7 12 32 43 64 66 83 86 88 105 136
1 5 12 32 43 64 66 83 86 88 98 136
1 7 12 32 43 64 66 83 86 88 106 136
1 7 12 32 43 64 67 84 86 88 99 136
1 3 12 32 43 64 66 83 86 88 126 136
0 5 12 32 43 64 66 83 87 88 106 137
1 6 12 32 43 64 66 83 86 88 105 136
0 7 12 32 43 65 66 83 86 88 133 136
1 5 12 32 43 64 66 83 87 88 101 137
1 7 12 32 43 64 66 83 86 88 105 136
1 6 12 32 43 64 67 83 86 88 104 136
