8 36 48;0.1198,0.958,-55.015
18 36 48;0.1198,0.920,-52.513
36 48;0.1250,0.857,-52.057
8 18 48;0.1198,0.852,-48.490
8 9 48;0.1042,0.833,-38.981
3 16 42;0.2552,0.671,-37.909
18 48;0.1250,0.571,-35.650
9 30 48;0.0781,1.000,-33.731
12 16 42;0.2344,0.682,-33.600
3 12 42;0.2396,0.667,-33.362
8 48;0.1250,0.522,-32.623
24 30 48;0.0729,1.000,-31.114
16 42;0.2708,0.565,-29.949
2 9 48;0.0833,0.842,-29.729
9 48;0.1094,0.525,-26.376
24 34 47;0.0417,0.727,-26.202
2 12 29 43;0.1458,0.875,-23.129
3 34 42;0.2656,0.515,-22.724
2 24 48;0.0573,0.917,-21.255
29 34 43;0.1875,0.735,-20.844
7 17 29 43;0.1198,0.920,-20.832
3 42;0.2760,0.477,-20.150
2 7 17 43;0.1146,0.917,-19.660
12 29 43;0.1667,0.762,-19.620
2 17 43;0.1354,0.839,-19.249
12 42;0.2760,0.469,-19.052
2 29 43;0.1510,0.784,-18.646
24 48;0.0781,0.577,-18.613
7 17 43;0.1615,0.756,-18.532
17 29 43;0.1302,0.833,-18.139
24 38 47;0.0417,0.333,-17.799
2 12 43;0.1615,0.738,-17.478
7 29 43;0.1562,0.750,-17.469
3 20 24 47;0.0260,1.000,-17.422
29 43;0.1875,0.679,-17.088
24 47;0.0417,0.308,-17.046
8 34 38 47;0.0365,0.438,-16.786
17 43;0.1927,0.661,-16.456
2 34 43;0.1771,0.680,-15.918
8 34 47;0.0365,0.333,-14.492
7 9 46;0.0312,0.667,-13.712
8 17 38 47;0.0208,1.000,-13.572
11 20 32 38 47;0.0208,1.000,-13.572
3 8 20 32 47;0.0208,1.000,-13.572
2 7 43;0.1406,0.711,-13.505
7 12 30 44;0.0625,0.273,-13.400
17 33 46;0.0260,0.833,-13.013
3 20 32 38 47;0.0260,0.556,-12.640
20 32 34 38 47;0.0260,0.556,-12.640
2 28 43;0.1354,0.703,-12.578
6 30 34 42;0.0625,0.923,-12.502
21 28 30 34 42;0.0677,0.867,-12.013
8 17 47;0.0208,0.800,-11.980
11 32 38 47;0.0208,0.800,-11.980
8 20 32 47;0.0208,0.800,-11.980
11 20 32 34 47;0.0208,0.800,-11.980
3 11 20 38 47;0.0208,0.800,-11.980
20 32 38 47;0.0260,0.500,-11.961
12 30 44;0.0677,0.213,-11.787
7 30 44;0.0625,0.240,-11.762
2 30 48;0.0625,0.480,-11.688
3 10 46;0.0208,1.000,-11.616
30 34 42;0.1771,0.523,-11.614
9 34 46;0.0365,0.368,-10.959
11 20 32 47;0.0208,0.667,-10.898
3 11 20 34 47;0.0208,0.667,-10.898
11 20 34 38 47;0.0208,0.667,-10.898
6 30 42;0.0625,0.857,-10.840
21 28 30 42;0.0677,0.812,-10.620
20 32 34 47;0.0260,0.385,-10.371
3 32 38 47;0.0260,0.385,-10.371
6 21 42;0.0521,0.909,-10.076
11 32 34 47;0.0208,0.571,-10.068
3 11 20 47;0.0208,0.571,-10.068
11 20 38 47;0.0208,0.571,-10.068
11 20 34 47;0.0208,0.571,-10.068
3 8 32 47;0.0208,0.571,-10.068
3 11 34 38 47;0.0208,0.571,-10.068
3 33 46;0.0260,0.556,-10.064
32 34 38 47;0.0260,0.357,-9.943
17 32 38 47;0.0156,1.000,-9.940
8 38 47;0.0365,0.184,-9.895
25 32 34 42;0.0417,1.000,-9.645
22 30 48;0.0469,0.529,-9.619
3 20 32 47;0.0260,0.333,-9.552
2 16 30 38 44;0.0260,0.625,-9.552
2 12 16 38 44;0.0260,0.625,-9.552
11 32 47;0.0208,0.500,-9.393
3 11 38 47;0.0208,0.500,-9.393
3 8 20 47;0.0208,0.500,-9.393
33 34 46;0.0312,0.375,-9.356
2 30 34 44;0.0312,0.462,-9.221
20 32 47;0.0260,0.312,-9.191
32 38 47;0.0260,0.312,-9.191
30 34 38 44;0.0521,0.238,-8.993
33 46;0.0312,0.353,-8.950
7 18 46;0.0260,0.455,-8.829
11 20 47;0.0208,0.444,-8.822
2 16 30 44;0.0260,0.556,-8.787
2 12 16 44;0.0260,0.556,-8.787
2 16 38 44;0.0260,0.556,-8.787
3 8 11 47;0.0156,0.750,-8.573
17 32 34 47;0.0156,0.750,-8.573
10 20 46;0.0156,1.000,-8.571
10 28 46;0.0156,1.000,-8.571
2 19 28 46;0.0156,1.000,-8.571
2 19 38 46;0.0156,1.000,-8.571
3 17 22 46;0.0156,1.000,-8.571
2 9 18 28 46;0.0156,1.000,-8.571
30 34 44;0.0625,0.185,-8.562
6 28 34 42;0.0729,0.700,-8.552
8 47;0.0365,0.152,-8.495
34 42;0.3021,0.365,-8.494
7 34 43;0.2656,0.477,-8.408
28 30 42;0.1146,0.564,-8.383
7 43;0.2760,0.469,-8.358
11 34 38 47;0.0208,0.400,-8.329
18 34 38 46;0.0260,0.417,-8.323
20 30 44;0.0469,0.250,-8.309
18 28 46;0.0312,0.316,-8.224
10 46;0.0208,0.571,-8.165
2 25 38 48;0.0208,1.000,-8.048
3 32 34 47;0.0260,0.250,-7.981
3 11 34 47;0.0208,0.364,-7.894
25 32 42;0.0417,0.889,-7.737
6 28 42;0.0729,0.667,-7.737
17 32 47;0.0156,0.600,-7.677
2 16 44;0.0260,0.455,-7.580
3 32 47;0.0260,0.227,-7.480
32 34 47;0.0260,0.227,-7.480
2 22 48;0.0417,0.471,-7.475
2 25 48;0.0260,0.714,-7.311
30 44;0.0677,0.151,-7.279
2 19 46;0.0156,0.750,-7.221
28 32 46;0.0156,0.750,-7.221
9 17 46;0.0156,0.750,-7.221
19 28 29 46;0.0156,0.750,-7.221
19 29 38 46;0.0156,0.750,-7.221
2 9 28 46;0.0156,0.750,-7.221
34 43;0.3438,0.415,-7.165
3 11 47;0.0208,0.308,-7.157
11 38 47;0.0208,0.308,-7.157
30 38 48;0.0833,0.271,-7.037
11 17 34 47;0.0156,0.500,-7.004
22 48;0.0573,0.344,-6.840
18 34 46;0.0260,0.312,-6.746
2 43;0.1823,0.515,-6.698
32 47;0.0260,0.192,-6.623
6 42;0.0781,0.600,-6.575
11 34 47;0.0208,0.267,-6.546
23 29 47;0.0104,1.000,-6.484
2 48;0.0885,0.250,-6.441
18 19 29 46;0.0156,0.600,-6.342
18 19 38 46;0.0156,0.600,-6.342
19 28 38 46;0.0156,0.600,-6.342
9 28 38 46;0.0156,0.600,-6.342
13 27 43;0.0312,1.000,-6.195
13 20 43;0.0312,1.000,-6.195
7 12 16 34 38 44;0.0365,0.233,-5.801
12 44;0.0729,0.124,-5.800
19 29 46;0.0156,0.500,-5.685
2 18 29 38 46;0.0156,0.500,-5.685
30 42;0.1875,0.419,-5.664
11 17 47;0.0156,0.333,-5.630
3 17 20 38 47;0.0156,0.333,-5.630
5 17 46;0.0104,1.000,-5.627
3 5 46;0.0104,1.000,-5.627
9 19 38 46;0.0104,1.000,-5.627
2 9 29 46;0.0104,1.000,-5.627
9 46;0.0365,0.175,-5.603
12 20 28 43;0.0938,0.600,-5.562
4 33 43;0.0365,0.875,-5.536
16 33 43;0.0365,0.875,-5.536
21 28 42;0.0885,0.531,-5.499
41 43;0.1510,0.518,-5.497
20 28 43;0.1094,0.568,-5.448
11 47;0.0208,0.200,-5.369
18 46;0.0365,0.167,-5.289
19 28 46;0.0156,0.429,-5.162
19 33 43;0.0260,1.000,-5.139
3 20 34 38 47;0.0260,0.139,-5.028
3 20 38 47;0.0260,0.135,-4.898
28 43;0.2135,0.461,-4.867
34 38 47;0.0417,0.075,-4.798
7 32 42;0.0469,0.643,-4.755
23 47;0.0104,0.500,-4.735
25 31 48;0.0156,0.750,-4.698
38 48;0.1250,0.182,-4.632
4 9 43;0.0312,0.857,-4.599
30 48;0.0938,0.209,-4.422
7 25 38 42;0.0312,0.750,-4.397
16 34 38 44;0.0469,0.155,-4.379
17 22 34 46;0.0156,0.333,-4.360
3 17 38 47;0.0156,0.214,-4.266
3 17 20 34 47;0.0156,0.214,-4.266
7 16 38 44;0.0365,0.179,-4.169
4 5 43;0.0208,1.000,-4.092
13 30 43;0.0208,1.000,-4.092
