1 7 16;0.0917,0.795,-569.224
3 10 11 17;0.0712,0.928,-526.527
3 8 11 17;0.0719,0.852,-490.153
3 11 17;0.0802,0.706,-487.480
1 3 16;0.0913,0.671,-487.034
10 11 17;0.0788,0.728,-486.492
1 8 13 19;0.0733,0.834,-483.545
7 10 15;0.0840,0.637,-454.937
2 7 13 22;0.0726,0.768,-450.349
11 17;0.0885,0.516,-449.219
5 10 21;0.0799,0.632,-446.208
1 8 9 19;0.0760,0.700,-436.759
1 8 19;0.0837,0.581,-432.610
2 5 9 20;0.0757,0.692,-428.540
2 3 13 22;0.0733,0.713,-428.046
1 4 13 19;0.0656,0.833,-418.494
5 9 20;0.0812,0.578,-409.400
4 7 14 15;0.0743,0.671,-397.442
2 13 22;0.0830,0.511,-392.588
7 14 15;0.0830,0.543,-390.337
1 4 19;0.0757,0.614,-388.852
2 4 7 15;0.0767,0.614,-385.289
3 10 17;0.0771,0.568,-384.318
4 7 15;0.0806,0.555,-379.649
8 13 19;0.0806,0.517,-369.139
1 16;0.1021,0.394,-365.772
2 7 9 22;0.0694,0.629,-357.635
3 7 16;0.0913,0.467,-350.681
2 3 7 22;0.0656,0.654,-342.650
4 6 8 10 23;0.0674,0.664,-339.045
5 20;0.0924,0.346,-329.981
7 9 16;0.0913,0.438,-328.794
7 13 16;0.0872,0.464,-322.579
4 13 19;0.0729,0.526,-322.433
3 8 9 14 18;0.0608,0.681,-320.243
4 6 9 14 24;0.0660,0.642,-318.858
2 4 6 9 24;0.0684,0.608,-318.306
7 13 22;0.0802,0.427,-317.186
3 6 8 12 14 18;0.0573,0.730,-316.549
6 8 10 12 23;0.0674,0.612,-314.744
3 9 14 18;0.0656,0.582,-308.385
1 19;0.0889,0.343,-302.550
3 13 22;0.0812,0.396,-302.353
2 3 8 9 18;0.0618,0.618,-300.554
3 6 12 14 18;0.0625,0.606,-299.738
3 8 9 18;0.0677,0.530,-296.455
3 8 12 14 18;0.0622,0.601,-295.224
2 3 6 8 12 18;0.0580,0.657,-292.651
3 13 16;0.0868,0.423,-291.631
5 21;0.0868,0.325,-291.104
3 6 8 12 18;0.0639,0.559,-287.365
2 3 8 12 18;0.0632,0.560,-283.532
3 12 14 18;0.0674,0.507,-282.616
2 7 15;0.0840,0.373,-281.153
3 8 12 18;0.0694,0.478,-280.148
7 9 22;0.0774,0.371,-261.124
4 6 10 23;0.0760,0.420,-260.901
3 14 17;0.0785,0.357,-259.919
13 22;0.0917,0.267,-259.424
4 6 10 15;0.0743,0.410,-252.957
7 16;0.1000,0.294,-250.854
4 9 14 24;0.0747,0.410,-246.254
3 8 17;0.0781,0.340,-245.431
3 7 22;0.0736,0.377,-243.894
4 6 9 24;0.0753,0.399,-242.952
2 4 9 24;0.0760,0.388,-238.998
6 10 12 14 15;0.0701,0.421,-238.286
4 8 10 23;0.0743,0.397,-237.768
6 8 10 23;0.0740,0.399,-237.241
6 10 12 15;0.0757,0.375,-236.949
4 8 10 21;0.0708,0.378,-235.578
8 10 12 23;0.0760,0.378,-233.911
8 10 12 21;0.0726,0.361,-233.166
2 7 22;0.0764,0.339,-232.164
3 8 18;0.0771,0.336,-232.051
2 3 9 22;0.0688,0.391,-227.741
6 10 12 23;0.0753,0.373,-226.957
3 14 18;0.0750,0.341,-225.367
3 9 16;0.0910,0.315,-224.726
7 15;0.0906,0.266,-222.740
13 16;0.0969,0.282,-220.841
6 8 10 17;0.0691,0.373,-220.827
4 10 15;0.0840,0.295,-215.990
6 9 14 24;0.0729,0.374,-215.587
2 3 9 18;0.0674,0.383,-215.221
6 9 14 18;0.0694,0.357,-208.953
10 12 15;0.0861,0.276,-208.315
2 3 6 12 18;0.0639,0.397,-206.866
2 3 12 18;0.0691,0.355,-206.616
4 9 24;0.0844,0.291,-203.963
2 6 8 9 24;0.0670,0.395,-202.359
2 4 9 20;0.0694,0.354,-201.913
4 6 8 9 19;0.0625,0.405,-201.536
2 6 8 9 18;0.0646,0.381,-201.512
2 3 12 22;0.0681,0.350,-199.571
6 10 15;0.0830,0.282,-199.190
4 10 23;0.0830,0.291,-199.109
7 22;0.0851,0.250,-198.700
2 4 6 8 24;0.0677,0.384,-198.656
12 13 19;0.0826,0.269,-197.118
8 10 21;0.0788,0.273,-196.202
13 19;0.0861,0.251,-196.129
3 12 16;0.0899,0.289,-195.761
8 10 23;0.0830,0.287,-195.671
2 4 6 8 23;0.0670,0.380,-194.372
4 10 21;0.0781,0.274,-193.958
6 10 23;0.0833,0.283,-193.375
10 15;0.0941,0.224,-192.639
2 3 17;0.0785,0.272,-190.546
4 6 8 14 24;0.0667,0.376,-190.033
4 9 14 20;0.0656,0.360,-189.052
4 6 8 14 23;0.0663,0.375,-188.380
9 14 24;0.0826,0.280,-186.269
10 12 23;0.0840,0.269,-183.226
4 6 9 19;0.0656,0.347,-182.499
10 12 21;0.0795,0.254,-182.428
3 16;0.1000,0.235,-181.305
6 10 17;0.0774,0.263,-178.062
3 9 22;0.0767,0.265,-174.460
4 8 9 19;0.0719,0.296,-173.444
2 3 18;0.0767,0.266,-173.436
6 8 9 19;0.0736,0.284,-171.208
2 3 22;0.0760,0.263,-169.725
8 10 17;0.0753,0.261,-167.315
10 23;0.0924,0.219,-166.236
2 6 9 24;0.0757,0.288,-165.530
4 6 14 15;0.0747,0.283,-165.525
10 21;0.0868,0.206,-164.935
4 6 8 24;0.0747,0.292,-164.921
2 6 9 22;0.0722,0.275,-163.997
9 14 18;0.0760,0.258,-163.563
4 9 19;0.0760,0.262,-162.685
2 8 9 24;0.0750,0.286,-161.796
2 4 6 15;0.0753,0.275,-161.775
4 6 8 23;0.0740,0.289,-161.338
3 17;0.0872,0.205,-161.310
8 9 19;0.0840,0.227,-160.589
2 8 9 20;0.0726,0.277,-160.548
6 8 9 24;0.0743,0.287,-159.598
2 4 6 24;0.0760,0.278,-158.720
2 9 14 20;0.0708,0.283,-158.495
4 6 14 23;0.0743,0.282,-156.802
2 8 9 18;0.0712,0.272,-156.632
6 8 9 18;0.0708,0.273,-156.560
2 6 9 18;0.0712,0.271,-155.788
9 14 20;0.0757,0.256,-155.115
3 9 18;0.0740,0.256,-153.801
4 6 14 24;0.0740,0.281,-153.529
2 4 6 23;0.0750,0.274,-153.006
3 12 22;0.0760,0.244,-152.655
3 6 12 18;0.0705,0.270,-152.281
4 9 20;0.0747,0.257,-152.139
3 12 18;0.0760,0.244,-151.419
10 17;0.0851,0.202,-147.689
3 22;0.0851,0.200,-141.868
2 9 24;0.0844,0.227,-140.622
4 6 8 12 19;0.0649,0.285,-140.272
2 6 8 12 18;0.0660,0.274,-139.599
6 8 12 14 18;0.0649,0.279,-139.518
6 8 12 14 23;0.0674,0.289,-138.788
4 6 8 19;0.0681,0.266,-137.376
8 9 24;0.0837,0.226,-137.326
2 9 20;0.0809,0.217,-136.534
4 6 24;0.0833,0.225,-135.368
3 18;0.0844,0.199,-135.361
2 6 8 12 23;0.0677,0.281,-134.266
4 6 23;0.0826,0.223,-132.291
6 8 12 19;0.0767,0.224,-130.452
2 9 22;0.0785,0.211,-128.761
8 9 18;0.0781,0.211,-126.359
6 8 12 14 24;0.0653,0.280,-125.603
2 6 8 12 24;0.0663,0.275,-125.288
2 9 18;0.0778,0.209,-123.190
4 6 15;0.0799,0.216,-122.645
2 4 8 21;0.0719,0.220,-120.655
4 8 14 24;0.0760,0.233,-120.644
2 4 8 24;0.0760,0.233,-119.972
6 8 14 18;0.0719,0.224,-119.051
2 6 8 18;0.0729,0.220,-118.904
8 9 20;0.0778,0.210,-118.250
6 12 14 15;0.0753,0.225,-117.630
6 8 14 23;0.0747,0.233,-116.942
4 8 14 23;0.0750,0.230,-115.783
4 8 14 21;0.0708,0.217,-115.190
2 4 8 23;0.0750,0.230,-115.126
2 6 8 23;0.0753,0.228,-114.439
2 4 15;0.0858,0.190,-112.131
6 8 12 18;0.0726,0.212,-110.301
2 6 8 24;0.0747,0.226,-109.699
6 8 14 24;0.0733,0.228,-108.441
6 12 14 23;0.0747,0.223,-107.909
4 8 24;0.0844,0.196,-106.685
4 14 15;0.0833,0.191,-105.852
6 9 22;0.0806,0.184,-105.150
6 12 14 18;0.0708,0.211,-104.518
6 8 14 17;0.0688,0.214,-104.442
6 8 12 23;0.0747,0.218,-104.010
4 14 24;0.0844,0.193,-103.216
2 4 24;0.0854,0.189,-101.125
2 6 8 17;0.0691,0.209,-100.589
8 12 19;0.0882,0.166,-99.621
6 8 12 24;0.0740,0.216,-99.506
4 14 23;0.0833,0.191,-98.705
6 14 15;0.0826,0.187,-98.617
4 8 21;0.0778,0.181,-98.499
4 8 23;0.0826,0.192,-98.345
2 4 21;0.0795,0.176,-97.806
6 9 16;0.0882,0.201,-97.588
2 4 8 20;0.0694,0.213,-97.487
6 8 18;0.0799,0.180,-97.029
6 9 24;0.0833,0.190,-96.515
9 16;0.1007,0.174,-95.901
4 8 19;0.0792,0.184,-95.584
6 14 23;0.0833,0.188,-95.392
4 14 21;0.0778,0.178,-95.326
6 8 19;0.0802,0.180,-94.154
4 6 12 19;0.0691,0.209,-94.093
6 12 14 24;0.0719,0.214,-92.813
4 24;0.0941,0.164,-92.669
2 4 23;0.0833,0.184,-91.145
6 8 23;0.0826,0.186,-91.091
6 9 18;0.0781,0.178,-90.418
4 6 19;0.0722,0.195,-89.354
6 14 18;0.0781,0.176,-88.323
6 8 24;0.0823,0.185,-88.246
6 9 12 19;0.0740,0.189,-87.821
6 8 17;0.0774,0.174,-87.428
8 12 14 23;0.0767,0.195,-87.179
9 24;0.0934,0.161,-86.620
6 14 17;0.0771,0.174,-86.252
9 12 19;0.0847,0.164,-86.146
2 8 12 21;0.0729,0.181,-85.801
8 12 14 21;0.0719,0.183,-85.154
4 8 14 20;0.0667,0.205,-84.336
6 14 24;0.0812,0.183,-83.757
9 19;0.0889,0.153,-83.078
2 8 12 23;0.0767,0.191,-82.420
2 6 12 18;0.0729,0.182,-81.432
4 15;0.0903,0.157,-80.832
2 4 20;0.0785,0.174,-80.733
9 22;0.0872,0.150,-80.537
4 21;0.0858,0.149,-80.182
4 23;0.0917,0.159,-79.976
8 12 14 24;0.0750,0.191,-78.179
2 8 12 18;0.0722,0.179,-77.660
8 12 14 18;0.0712,0.181,-77.186
8 14 23;0.0851,0.169,-76.368
2 6 12 15;0.0740,0.184,-75.458
4 8 20;0.0753,0.175,-75.440
2 8 12 24;0.0753,0.187,-75.202
2 6 12 23;0.0750,0.187,-74.986
2 8 12 20;0.0726,0.180,-74.795
2 6 12 22;0.0708,0.176,-72.628
4 14 20;0.0753,0.173,-72.599
12 14 15;0.0844,0.162,-72.495
8 19;0.0924,0.140,-72.295
2 8 23;0.0851,0.165,-71.419
8 14 18;0.0799,0.159,-71.166
2 8 21;0.0795,0.154,-70.456
9 20;0.0868,0.150,-70.065
8 14 21;0.0785,0.156,-70.009
2 8 18;0.0806,0.156,-69.841
2 6 12 24;0.0740,0.184,-69.645
9 18;0.0854,0.147,-69.482
8 14 24;0.0837,0.166,-68.805
2 6 18;0.0806,0.155,-68.758
8 12 14 20;0.0701,0.179,-68.332
12 14 23;0.0844,0.162,-65.993
2 8 24;0.0840,0.163,-65.618
2 6 23;0.0840,0.162,-65.539
4 12 19;0.0806,0.156,-64.832
2 8 20;0.0806,0.156,-64.451
2 6 22;0.0792,0.153,-63.380
2 6 24;0.0837,0.162,-63.009
4 20;0.0851,0.148,-62.987
14 15;0.0927,0.141,-62.382
12 14 21;0.0781,0.150,-61.836
8 12 23;0.0844,0.159,-61.816
8 12 21;0.0788,0.148,-61.066
14 23;0.0941,0.143,-60.960
2 6 15;0.0816,0.158,-60.921
4 19;0.0844,0.147,-60.884
2 6 17;0.0781,0.151,-60.782
8 12 24;0.0840,0.158,-59.333
8 12 18;0.0795,0.150,-58.936
8 14 17;0.0764,0.152,-58.523
12 14 24;0.0826,0.159,-57.565
8 18;0.0885,0.134,-56.759
8 23;0.0934,0.142,-56.289
8 12 20;0.0799,0.150,-55.456
12 14 20;0.0788,0.151,-54.950
14 21;0.0865,0.132,-54.189
8 14 20;0.0771,0.153,-54.052
8 24;0.0931,0.141,-53.285
2 8 17;0.0760,0.148,-52.944
14 24;0.0927,0.141,-52.742
12 14 18;0.0771,0.148,-52.514
8 21;0.0861,0.131,-51.427
14 17;0.0861,0.131,-49.816
2 12 15;0.0851,0.143,-48.032
8 20;0.0878,0.133,-46.818
14 18;0.0861,0.131,-46.099
2 12 21;0.0799,0.134,-44.142
8 17;0.0851,0.129,-44.108
14 20;0.0868,0.132,-43.305
6 12 19;0.0816,0.138,-43.192
6 12 18;0.0802,0.135,-41.665
2 12 20;0.0816,0.137,-41.315
2 12 23;0.0844,0.142,-39.834
2 15;0.0938,0.127,-39.076
6 12 22;0.0792,0.134,-38.744
2 12 24;0.0840,0.141,-37.788
2 12 18;0.0792,0.133,-36.987
2 21;0.0882,0.119,-36.354
6 12 15;0.0812,0.137,-35.073
6 22;0.0885,0.121,-34.948
6 12 23;0.0826,0.139,-34.894
2 20;0.0906,0.122,-34.253
2 12 22;0.0778,0.131,-33.124
2 23;0.0941,0.127,-33.082
6 18;0.0882,0.120,-32.309
6 12 24;0.0819,0.138,-31.957
2 24;0.0941,0.127,-31.944
2 18;0.0882,0.119,-30.229
6 17;0.0868,0.118,-30.212
6 12 16;0.0865,0.146,-29.891
6 23;0.0920,0.126,-27.459
2 17;0.0865,0.117,-26.927
12 19;0.0941,0.114,-26.170
2 22;0.0868,0.117,-26.124
6 24;0.0917,0.125,-25.350
6 16;0.0972,0.133,-23.488
6 15;0.0889,0.121,-22.767
6 19;0.0851,0.116,-18.174
12 15;0.0924,0.111,-11.633
12 20;0.0896,0.108,-10.033
12 21;0.0861,0.104,-8.992
12 16;0.0997,0.120,-8.505
12 24;0.0931,0.112,-8.467
12 23;0.0927,0.112,-8.371
12 18;0.0872,0.105,-8.035
12 22;0.0865,0.104,-7.268
